,id,No of bedrooms,No of bathrooms,living area,lot area,No of floors,waterfront present,No of views,house condition(from 5),house grade,house area(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,No of schools nearby,Distance from the airport,Price,date
7094,6762816566,3,2.25,2680,41250,2.0,0,0,3,7,2680,0,1984,0,122025,52.7117,-113.939,1940,47044,1,68,590000,08
7095,6762817462,2,1.5,1780,4750,1.0,0,0,4,7,1080,700,1947,0,122007,52.9159,-114.585,1690,5962,2,53,555000,08
7096,6762817614,4,2.5,2060,9719,1.0,0,0,4,8,1320,740,1960,0,122027,52.7849,-114.366,2050,9643,3,75,550000,08
7097,6762817841,3,1.75,1700,5750,1.5,0,2,5,7,1450,250,1925,0,122064,52.7943,-114.57,1700,5750,2,50,545000,08
7098,6762818806,2,1.0,920,4000,1.0,0,0,4,7,920,0,1906,0,122004,52.9011,-114.518,1300,4000,3,50,514000,08
7099,6762819115,3,1.5,1220,962,3.0,0,0,3,8,1220,0,2014,0,122026,52.904,-114.577,1510,2501,1,50,500000,08
7100,6762819224,3,1.75,1730,9334,1.0,0,0,3,8,1220,510,1977,0,122005,52.8778,-114.303,2020,10000,3,54,499990,08
7101,6762819364,4,3.0,2740,2811,2.0,0,0,3,8,2240,500,2003,0,122021,53.0038,-114.348,2740,3596,2,67,495000,08
7102,6762819486,3,1.75,1490,11360,1.0,0,0,3,8,1490,0,1975,0,122029,52.8196,-114.31,2350,10320,2,60,490000,08
7103,6762819962,5,2.5,2010,3600,1.5,0,0,3,6,1510,500,1912,0,122003,52.8822,-114.556,1780,3600,3,70,475000,08
7104,6762819963,3,2.5,2770,98881,2.0,0,0,3,9,2770,0,1991,0,122068,52.4868,-114.142,1830,74923,1,70,475000,08
7105,6762821874,3,2.5,1340,10018,1.0,0,0,4,7,1340,0,1976,0,122005,52.8666,-114.284,2520,13068,2,51,425000,08
7106,6762822651,3,2.0,1740,18000,1.0,0,0,3,7,1230,510,1989,0,122058,52.9697,-114.432,1740,11250,1,78,405000,08
7107,6762823872,2,1.5,1160,1648,2.0,0,0,3,7,1160,0,2002,0,122054,52.8216,-114.483,1458,2351,2,73,375000,08
7108,6762823997,3,2.0,1400,2445,1.0,0,0,3,7,840,560,2002,0,122054,52.8226,-114.489,1400,3200,2,54,373000,08
7109,6762825160,3,1.0,1010,3060,1.5,0,0,3,6,1010,0,1904,0,122051,52.7957,-114.475,1330,4590,1,51,345000,08
7110,6762825242,4,2.5,2060,5607,2.0,0,0,3,7,2060,0,2002,0,122046,52.6665,-114.334,2060,5367,3,77,343888,08
7111,6762825783,1,1.0,860,4800,1.0,0,0,3,6,860,0,1907,0,122044,52.8446,-114.489,1380,4800,2,64,330000,08
7112,6762825784,3,1.0,1040,11900,1.0,0,0,5,6,1040,0,1972,0,122069,52.6632,-114.636,1250,9600,3,51,330000,08
7113,6762827112,3,2.5,1830,12750,2.0,0,0,3,7,1830,0,1991,0,122056,52.7303,-114.518,1610,10000,3,60,300000,08
7114,6762827113,4,2.0,1580,9600,1.0,0,0,5,7,1050,530,1965,0,122043,52.6391,-114.503,1710,9600,1,63,300000,08
7115,6762828121,3,1.5,1190,785,2.0,0,0,3,8,920,270,2014,0,122005,52.9081,-114.307,2820,5626,2,80,277140,08
7116,6762828198,4,2.5,2180,11132,1.0,0,0,4,8,1620,560,1978,0,122018,52.5487,-114.557,1950,13801,2,50,275000,08
7117,6762828495,2,1.0,1140,74052,1.0,0,0,4,6,1140,0,1968,0,122068,52.4393,-114.152,1730,43560,3,74,269500,08
7118,6762828631,2,1.0,770,5160,1.0,0,0,3,6,770,0,1943,0,122034,52.7604,-114.546,920,5160,2,67,265000,08
7119,6762828886,3,1.5,1350,7827,1.0,0,0,4,7,1350,0,1968,0,122065,52.6086,-114.409,1900,7827,2,60,259950,08
7120,6762829324,3,1.0,1370,11658,1.0,0,0,4,6,1370,0,1958,0,122046,52.6876,-114.372,1080,9198,3,78,249950,08
7121,6762830028,4,2.0,1670,5200,1.0,0,0,4,7,1030,640,1977,0,122035,52.5952,-114.28,1500,5200,1,76,229999,08
7122,6762830236,3,2.0,1440,7187,1.0,0,0,4,7,970,470,1981,0,122018,52.521,-114.558,1440,7187,3,57,222000,08
7123,6762830477,3,1.0,1200,8316,1.0,0,0,4,6,1200,0,1953,0,122072,52.5521,-114.405,1200,8316,3,69,214000,08
7124,6762830641,3,1.0,1170,8816,1.0,0,0,4,6,1170,0,1966,0,122018,52.5359,-114.558,1200,9108,2,59,207500,08
7125,6762830989,2,1.0,840,12252,1.0,0,0,3,6,840,0,1994,0,122062,52.5369,-114.203,1010,11876,3,53,190000,08
7126,6762831043,2,1.75,1050,2926,1.0,0,0,4,8,1050,0,1974,0,122043,52.6111,-114.507,1150,3802,2,65,187000,08
7127,6762831515,2,1.0,880,9000,1.0,0,0,3,5,880,0,1928,0,122070,52.6972,-114.481,1410,10000,1,51,130000,08
7128,6762811716,4,3.75,3550,15151,2.0,0,0,3,11,3550,0,2004,0,122020,52.8188,-114.161,4340,15151,1,58,959900,08
7129,6762813816,5,2.5,2840,5000,1.0,0,0,4,7,1620,1220,1913,0,122054,52.8117,-114.481,2200,5000,2,54,739000,08
7130,6762826274,3,1.0,1330,5850,1.0,0,0,3,7,930,400,1954,0,122059,52.7798,-114.488,1440,5850,3,50,320000,08
7131,6762829231,2,1.0,740,6840,1.0,0,0,5,6,740,0,1942,0,122064,52.7472,-114.565,740,6840,3,52,250000,08
7132,6762812419,4,2.5,2810,52062,1.5,0,0,4,9,2810,0,1988,0,122020,52.8241,-114.219,3330,49783,2,74,855000,08
7133,6762814236,3,2.5,2830,9680,2.0,0,0,3,10,2830,0,1991,0,122019,52.8549,-114.214,2970,8691,2,79,710000,08
7134,6762816098,3,2.5,3440,18167,2.0,0,0,3,11,3440,0,1991,0,122018,52.5209,-114.532,3990,20239,3,53,610000,08
7135,6762823649,3,1.75,1240,8611,1.0,0,0,4,7,1240,0,1973,0,122038,52.9475,-114.521,1700,8037,3,69,380000,08
7136,6762811062,4,3.0,2570,4000,2.0,0,0,3,8,1750,820,1909,1,122006,52.9043,-114.503,1970,4000,3,58,1180000,08
7137,6762811080,5,4.25,4610,13252,2.0,0,4,3,11,4610,0,2004,0,122020,52.8178,-114.159,4400,15154,2,68,1170000,08
7138,6762811559,4,2.5,2430,6325,2.0,0,0,4,8,2020,410,1919,0,122061,52.8713,-114.544,2340,4375,3,62,990000,08
7139,6762811602,4,2.5,3780,10962,2.0,0,0,3,10,3780,0,1990,0,122010,52.8833,-114.373,3310,11651,2,53,980000,08
7140,6762812649,4,3.5,3560,7178,2.0,0,3,3,10,2590,970,2006,0,122005,52.9354,-114.297,3290,6978,1,58,833000,08
7141,6762812653,3,2.0,1870,9527,1.0,0,0,4,7,1870,0,1951,1,122057,52.8077,-114.414,1970,11904,2,54,832500,08
7142,6762812697,4,2.5,3520,9901,2.0,0,0,3,10,3520,0,1998,0,122019,52.8384,-114.201,3490,9667,1,60,828000,08
7143,6762813973,3,2.5,2040,10033,1.0,0,0,4,8,1420,620,1974,0,122049,52.8675,-114.363,2260,10115,2,78,726000,08
7144,6762814272,5,2.0,3180,10800,1.0,0,0,3,8,1910,1270,1968,0,122005,52.8654,-114.293,2440,9750,2,60,708000,08
7145,6762814297,6,2.0,2570,4240,1.5,0,0,4,7,1970,600,1911,0,122006,52.9054,-114.497,2030,4240,2,58,705000,08
7146,6762814560,4,2.5,2780,4688,2.0,0,0,3,9,2780,0,2003,0,122015,52.7525,-114.346,3000,6029,3,63,690000,08
7147,6762815357,4,2.0,2240,11040,1.0,0,0,5,8,1120,1120,1961,0,122010,52.923,-114.358,1790,11040,1,75,649000,08
7148,6762815454,4,3.25,2760,4104,2.0,0,0,3,8,1900,860,2014,0,122053,52.7586,-114.377,2760,5186,2,69,641000,08
7149,6762815484,3,2.5,2580,7500,2.0,0,0,3,9,2580,0,1991,0,122009,52.7877,-114.586,910,6500,1,66,640000,08
7150,6762815642,3,1.75,2360,4063,1.0,0,0,5,7,1180,1180,1940,0,122007,52.9202,-114.572,1660,4063,2,67,631750,08
7151,6762815782,2,1.5,1490,5750,1.5,0,0,4,7,1190,300,1900,0,122009,52.8172,-114.58,1590,4025,1,56,625000,08
7152,6762815783,3,1.0,1240,4080,1.0,0,0,3,7,1240,0,1925,0,122028,52.897,-114.523,2060,4080,1,60,625000,08
7153,6762815845,4,1.75,2710,9216,1.0,0,0,3,8,1440,1270,1961,0,122064,52.7823,-114.569,1960,6350,3,58,624000,08
7154,6762816312,2,2.5,1830,1988,2.0,0,0,3,9,1530,300,2011,0,122009,52.8079,-114.599,1800,2467,2,58,600000,08
7155,6762816808,5,2.5,3110,15783,1.0,0,0,3,8,1720,1390,1974,0,122005,52.8601,-114.293,2550,12220,2,67,580000,08
7156,6762816883,3,1.0,1500,4500,1.0,0,0,3,7,1120,380,1938,0,122007,52.9173,-114.575,1440,4500,1,60,578000,08
7157,6762817504,3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,0,122026,52.9055,-114.559,1530,5000,2,80,554600,08
7158,6762817615,4,2.5,2890,9045,2.0,0,0,3,8,2890,0,2001,0,122055,52.9685,-114.155,2840,10114,2,80,550000,08
7159,6762818018,5,3.0,3100,5250,2.0,0,0,3,7,3100,0,2006,0,122008,52.7669,-114.078,2460,5250,2,52,539950,08
7160,6762818136,3,2.5,2790,19485,2.0,0,0,3,9,2790,0,1990,0,122015,52.6988,-114.314,2580,17859,1,50,535000,08
7161,6762818270,3,2.25,2010,5133,2.0,0,0,4,8,2010,0,1986,0,122011,52.7965,-114.213,2190,10168,1,58,530000,08
7162,6762818739,4,1.5,1740,8160,1.5,0,0,4,7,1400,340,1946,0,122050,52.9543,-114.553,1600,8160,1,52,515000,08
7163,6762818864,4,1.0,1060,7200,1.0,0,1,3,6,880,180,1925,0,122051,52.7891,-114.458,1910,7200,3,50,510000,08
7164,6762819116,3,1.5,1960,8815,1.0,0,0,4,7,1020,940,1958,0,122027,52.8065,-114.349,1760,9534,2,52,500000,08
7165,6762820050,3,1.0,1630,8308,1.5,0,0,3,7,1630,0,1948,0,122052,52.7375,-114.568,1170,8308,3,63,474900,08
7166,6762820195,3,3.25,1370,1194,3.0,0,0,3,8,1370,0,2004,0,122026,52.9018,-114.578,1800,2678,2,59,469000,08
7167,6762820196,2,1.0,1120,4284,1.0,0,0,3,6,730,390,1921,0,122004,52.8988,-114.514,2050,4160,3,67,469000,08
7168,6762820214,2,2.5,1480,2167,2.0,0,0,3,8,1390,90,2007,0,122005,52.8958,-114.322,2130,2556,2,50,468000,08
7169,6762820454,3,2.25,1650,7313,1.0,0,0,3,7,1220,430,1975,0,122017,52.9675,-114.384,1690,7252,3,64,460000,08
7170,6762820686,2,1.0,880,6731,1.0,0,0,4,7,880,0,1950,0,122009,52.7994,-114.585,1240,6731,1,76,454000,08
7171,6762820974,4,2.75,2090,14141,1.5,0,0,4,8,1680,410,1941,0,122031,52.6633,-114.537,1990,12920,3,66,449000,08
7172,6762821039,4,2.0,2280,43692,1.0,0,0,3,7,1140,1140,1957,1,122024,52.6367,-114.22,2580,37938,1,67,446000,08
7173,6762821040,4,2.5,1530,8375,1.0,0,0,3,7,1020,510,1974,0,122033,52.9474,-114.426,1650,9794,2,66,446000,08
7174,6762821162,4,2.0,1540,5920,1.5,0,0,5,7,1540,0,1935,0,122022,52.9448,-114.491,1630,6216,1,69,442500,08
7175,6762821875,3,2.25,1740,9682,1.0,0,0,5,8,1740,0,1969,0,122053,52.7438,-114.363,2100,9536,2,50,425000,08
7176,6762822222,3,1.0,1160,7491,1.0,0,0,4,6,1160,0,1917,0,122050,52.9324,-114.549,1800,2267,1,69,417500,08
7177,6762822486,2,1.0,1480,4080,1.0,0,0,3,7,1050,430,1949,0,122007,52.9142,-114.583,1310,4080,1,53,410000,08
7178,6762822738,3,1.0,990,10752,1.5,0,0,4,7,990,0,1929,0,122038,52.9948,-114.54,1820,7600,3,55,402500,08
7179,6762822949,3,1.0,1020,18050,1.0,0,0,3,7,1020,0,1969,0,122012,52.7554,-114.233,1750,11640,2,56,399950,08
7180,6762823275,4,1.75,2020,9750,1.0,0,0,3,7,1100,920,1975,0,122019,52.8492,-114.245,1670,9600,3,74,390000,08
7181,6762823650,3,2.0,1840,8580,1.0,0,0,3,8,1840,0,1990,0,122046,52.6926,-114.322,2190,8580,3,63,380000,08
7182,6762823651,1,1.5,1200,44866,1.5,0,0,3,7,1200,0,1983,0,122055,52.9505,-114.12,1480,67082,3,55,380000,08
7183,6762823799,3,1.75,1820,34800,1.0,0,0,4,6,1820,0,1967,0,122012,52.6916,-114.17,2570,52707,3,53,377000,08
7184,6762824072,3,1.0,1440,4050,1.5,0,0,4,7,1440,0,1928,0,122014,52.9738,-114.505,1330,8285,2,69,370000,08
7185,6762824400,3,2.5,3300,11525,1.0,0,0,5,8,1650,1650,1961,0,122043,52.6413,-114.505,1950,9680,3,57,360500,08
7186,6762824657,4,1.75,2160,8000,1.0,0,0,4,9,1660,500,1976,0,122018,52.5465,-114.572,2350,8200,1,58,355000,08
7187,6762824658,2,1.0,840,6720,1.0,0,0,3,7,840,0,1952,0,122009,52.8007,-114.586,1250,6720,2,66,355000,08
7188,6762824786,3,1.0,1470,8400,1.0,0,0,4,7,1470,0,1953,0,122038,52.9928,-114.544,1470,8400,3,70,352500,08
7189,6762824883,3,1.0,1020,4980,1.0,0,0,4,7,850,170,1941,0,122038,52.9339,-114.53,970,4980,3,72,350000,08
7190,6762825161,2,1.0,1350,4494,1.0,0,0,3,7,920,430,1949,0,122064,52.7615,-114.57,1470,5225,3,66,345000,08
7191,6762825234,3,2.25,1250,871,3.0,0,0,3,8,1250,0,2007,0,122028,52.9207,-114.533,1250,1158,2,72,344000,08
7192,6762825437,3,2.5,2420,7423,2.0,0,0,3,8,2420,0,1990,0,122023,52.5499,-114.376,2260,7629,3,64,339900,08
7193,6762825479,3,2.5,1590,13440,2.0,0,0,3,7,1590,0,1992,0,122042,52.6667,-114.389,1790,7733,2,62,338000,08
7194,6762825692,3,1.0,1050,7560,1.0,0,0,3,7,1050,0,1951,0,122064,52.755,-114.561,1490,7560,3,71,333000,08
7195,6762825785,3,1.75,1850,14986,2.0,0,0,3,6,1850,0,1943,1,122015,52.7137,-114.338,2660,10650,2,65,330000,08
7196,6762826601,2,1.0,970,4800,1.0,0,0,3,6,970,0,1911,1,122009,52.8054,-114.604,1180,5900,3,56,313300,08
7197,6762826639,2,1.0,1170,5150,1.0,0,0,3,6,980,190,1907,0,122051,52.7803,-114.473,1660,5150,1,63,312000,08
7198,6762826661,2,1.75,1180,55321,1.0,0,0,3,8,1180,0,1941,1,122035,52.5629,-114.281,1480,56192,2,57,311000,08
7199,6762826662,3,1.0,1120,8631,1.0,0,0,3,7,1120,0,1942,0,122022,52.9377,-114.504,1350,7714,1,53,311000,08
7200,6762826914,3,1.75,1650,169448,1.0,0,0,3,7,1220,430,1977,0,122033,52.956,-114.381,1540,8400,1,55,305000,08
7201,6762826915,2,1.0,860,7250,1.0,0,0,3,6,860,0,1949,0,122038,52.9506,-114.54,1270,7250,2,73,305000,08
7202,6762826978,4,2.25,2270,9600,1.0,0,0,3,7,1290,980,1976,0,122018,52.5561,-114.545,1930,15000,3,74,304999,08
7203,6762827346,3,2.0,2030,17120,1.0,0,2,4,8,1890,140,1966,0,122023,52.5253,-114.375,1870,13662,2,54,295450,08
7204,6762827547,3,1.0,960,9000,1.0,0,0,4,7,960,0,1955,0,122027,52.8065,-114.344,1520,9000,3,56,290000,08
7205,6762827947,3,1.75,1550,7410,1.5,0,0,5,7,1550,0,1944,0,122063,52.7251,-114.427,1250,7467,2,74,280000,08
7206,6762828060,4,1.0,1210,6000,1.5,0,2,3,7,1210,0,1943,0,122063,52.7326,-114.424,1470,6000,1,57,279000,08
7207,6762828199,2,1.0,940,5000,1.0,0,0,3,6,940,0,1951,0,122064,52.7486,-114.564,940,5000,2,62,275000,08
7208,6762828363,3,1.75,2140,13068,1.0,0,0,4,7,1460,680,1974,0,122023,52.5399,-114.387,2090,17424,3,72,271675,08
7209,6762828408,3,1.0,1500,5605,1.0,0,0,5,6,750,750,1942,0,122034,52.7756,-114.549,1050,9100,2,75,270000,08
7210,6762828505,3,1.5,1320,2625,2.0,0,0,3,7,1320,0,1986,0,122038,52.9616,-114.528,1230,5250,3,57,269000,08
7211,6762828632,5,4.0,1400,8580,1.0,0,0,5,7,900,500,1954,0,122070,52.686,-114.482,1220,8832,1,69,265000,08
7212,6762829028,3,1.0,1170,7395,1.0,0,0,4,7,1170,0,1969,0,122042,52.6927,-114.38,1430,7920,3,55,255000,08
7213,6762829358,3,1.5,1070,5150,1.0,0,0,4,6,1070,0,1940,0,122034,52.7635,-114.539,1020,4800,1,66,249000,08
7214,6762829972,3,1.75,1450,8378,1.0,0,0,4,8,1450,0,1978,0,122018,52.5393,-114.575,1860,8496,1,52,230000,08
7215,6762829973,4,3.0,1680,6003,1.0,0,0,3,7,1150,530,1997,0,122072,52.5185,-114.408,1820,6207,3,69,230000,08
7216,6762830492,3,1.75,1200,55321,1.5,0,0,5,7,1200,0,1977,0,122062,52.5792,-114.125,1910,54450,3,78,213000,08
7217,6762830679,2,1.0,900,6400,1.0,0,0,5,6,900,0,1938,0,122068,52.4413,-114.182,1320,6400,3,67,205500,08
7218,6762830798,5,1.75,1770,15525,1.0,0,0,4,7,1770,0,1959,0,122015,52.7325,-114.332,1370,10395,3,79,200000,08
7219,6762831368,3,1.0,1320,6534,1.0,0,0,3,7,1320,0,1952,0,122042,52.7106,-114.413,2140,7405,1,53,159000,08
7220,6762810159,4,3.25,4110,15929,2.0,1,4,3,12,2720,1390,2001,0,122006,52.9234,-114.461,2640,15929,3,80,2300000,08
7221,6762810341,4,3.25,3460,7749,2.0,0,1,3,10,3020,440,1950,1,122006,52.9149,-114.463,3030,8680,3,60,1750000,08
7222,6762810490,4,2.75,2810,8570,2.0,0,0,3,10,2810,0,1993,0,122048,52.8459,-114.401,2810,9621,3,77,1570000,08
7223,6762810981,5,3.5,3220,8000,2.0,0,0,3,9,2900,320,2008,0,122010,52.9134,-114.39,2100,9680,1,54,1210000,08
7224,6762811319,2,1.5,2370,184231,2.0,0,0,3,11,2370,0,2005,0,122025,52.6843,-113.968,3860,151081,1,73,1060000,08
7225,6762811519,3,2.0,2250,8000,1.0,0,2,4,9,2250,0,1955,0,122050,52.9377,-114.568,2880,10960,1,80,998800,08
7226,6762811673,4,2.5,2620,16200,1.0,0,2,4,7,1570,1050,1950,1,122010,52.8923,-114.386,3050,11875,2,72,968060,08
7227,6762811909,5,3.5,4050,13495,1.0,0,2,4,9,2230,1820,1988,0,122031,52.6684,-114.542,3210,13495,1,64,925000,08
7228,6762812304,4,2.5,3190,14565,2.0,0,0,3,11,3190,0,1990,0,122037,52.943,-114.262,3420,20475,1,57,870000,08
7229,6762812318,6,4.5,2750,4400,2.0,0,0,3,8,1770,980,1987,0,122028,52.9183,-114.525,1860,4400,3,66,869900,08
7230,6762812380,4,2.5,3070,6923,2.0,0,0,3,9,3070,0,2009,0,122010,52.899,-114.362,2190,9218,2,52,860000,08
7231,6762812381,5,1.75,2510,6000,1.5,0,0,5,8,2010,500,1920,0,122054,52.8098,-114.482,2240,5000,2,77,860000,08
7232,6762813096,4,2.75,3100,10245,2.0,0,0,3,10,3100,0,1999,0,122005,52.9158,-114.297,3140,9028,3,59,792000,08
7233,6762813117,4,2.5,2240,8664,1.0,0,0,5,8,1470,770,1975,0,122010,52.8921,-114.379,2210,8860,2,65,790000,08
7234,6762813118,4,2.5,2690,8036,2.0,0,0,4,9,2690,0,1987,0,122030,52.8896,-114.334,2420,8087,2,53,790000,08
7235,6762814082,3,2.25,2120,9297,2.0,0,0,4,8,2120,0,1981,0,122027,52.7861,-114.344,2620,10352,3,68,720000,08
7236,6762814267,4,3.5,2720,9000,2.0,0,0,3,8,2670,50,1997,0,122022,52.9334,-114.487,1960,7772,3,74,709050,08
7237,6762814331,4,2.5,2650,6240,2.0,0,0,3,8,2650,0,2013,0,122045,52.9185,-114.211,2640,6524,2,51,702000,08
7238,6762814780,4,2.5,2800,5368,2.0,0,0,3,8,2800,0,2003,0,122019,52.8376,-114.243,2790,5368,1,80,676000,08
7239,6762814816,4,2.0,1890,5188,1.5,0,0,4,7,1670,220,1940,0,122004,52.8933,-114.477,1800,4848,2,56,675000,08
7240,6762815263,4,3.5,3270,15704,2.0,0,0,3,9,2110,1160,1990,0,122019,52.8556,-114.232,3020,8582,2,60,650000,08
7241,6762815485,3,2.5,2160,4000,1.5,0,0,3,8,1960,200,1903,1,122044,52.8345,-114.497,2160,5120,2,61,640000,08
7242,6762815578,3,3.0,2230,1407,2.5,0,0,3,8,1850,380,2013,0,122012,52.7746,-114.207,2290,1407,1,66,635000,08
7243,6762816234,3,2.5,2110,5608,1.0,0,0,3,8,1340,770,2013,0,122010,52.9043,-114.374,2040,9363,3,78,604950,08
7244,6762816258,3,2.25,1580,11580,1.0,0,0,4,8,1580,0,1979,0,122027,52.7803,-114.345,2630,10009,2,66,602000,08
7245,6762816313,3,1.75,1620,1325,2.5,0,0,3,9,1430,190,2005,0,122013,52.8798,-114.511,1750,1572,1,76,600000,08
7246,6762816479,2,1.5,870,4800,1.0,0,0,3,7,870,0,1924,0,122003,52.8809,-114.56,2090,4800,2,58,595000,08
7247,6762816531,4,2.5,3370,35150,1.0,0,0,5,8,1770,1600,1993,0,122012,52.691,-114.192,2920,41241,1,76,592500,08
7248,6762816948,2,1.5,1750,19709,1.5,0,0,4,8,1440,310,1978,0,122062,52.5651,-114.234,1950,21075,3,73,575000,08
7249,6762818205,3,2.5,2060,4812,2.0,0,0,3,8,2060,0,1990,0,122011,52.8093,-114.192,1930,5264,2,67,533000,08
7250,6762818442,3,1.75,1520,8835,1.0,0,0,4,7,1520,0,1957,0,122029,52.8354,-114.308,1760,8580,1,71,525000,08
7251,6762818922,3,2.5,2210,70567,2.0,0,3,3,9,2210,0,1995,0,122041,52.8387,-114.085,2000,73616,2,76,509950,08
7252,6762819225,4,2.75,2620,7001,2.0,0,0,3,8,2620,0,2012,0,122025,52.7138,-113.959,2620,6543,1,65,499990,08
7253,6762819739,4,2.75,3010,15750,1.0,0,0,4,8,1560,1450,1973,0,122033,52.9636,-114.373,2110,9450,1,52,482000,08
7254,6762819964,4,2.5,2120,57050,2.0,0,0,3,9,2120,0,1989,0,122021,52.9911,-114.318,3320,39082,1,67,475000,08
7255,6762820287,3,1.75,1720,5280,1.0,0,0,4,8,900,820,1943,0,122032,52.8793,-114.591,1600,6000,2,67,465000,08
7256,6762820687,3,2.5,1590,4094,2.0,0,0,3,7,1590,0,1991,0,122044,52.84,-114.483,1940,3924,1,75,454000,08
7257,6762820734,2,1.0,1340,8100,1.0,0,2,3,8,1340,0,1950,0,122050,52.9512,-114.554,1680,7752,1,79,452000,08
7258,6762820823,2,1.75,1250,2890,1.0,0,0,4,7,790,460,1920,0,122028,52.9095,-114.543,1500,3225,3,60,450000,08
7259,6762821135,3,1.75,1250,3880,1.0,0,0,4,7,750,500,1944,0,122007,52.9169,-114.582,1240,3880,2,56,443725,08
7260,6762821180,3,1.5,2050,6384,1.0,0,0,3,7,1350,700,1958,0,122064,52.7625,-114.568,1590,7214,1,61,442000,08
7261,6762821244,3,1.75,2000,11880,2.0,0,0,3,8,2000,0,1979,0,122020,52.8182,-114.242,1820,15120,1,66,440000,08
7262,6762821321,4,2.25,2780,15075,2.0,0,0,3,7,2780,0,1985,0,122015,52.707,-114.306,1650,25542,3,60,439950,08
7263,6762821751,3,2.0,1700,52826,1.0,0,0,3,7,1700,0,1991,0,122046,52.6464,-114.282,2480,114728,2,56,429000,08
7264,6762821752,3,1.75,2520,5043,1.0,0,0,3,8,1260,1260,1957,0,122064,52.7639,-114.562,1360,4920,1,61,429000,08
7265,6762821773,3,1.75,1580,507038,1.0,0,2,4,7,1580,0,1985,0,122068,52.4603,-114.126,2040,210394,2,67,428000,08
7266,6762821823,3,1.0,1130,9147,1.0,0,0,5,7,1130,0,1952,0,122010,52.9306,-114.387,1930,9906,1,73,426000,08
7267,6762822010,3,2.25,1890,7498,1.0,0,0,3,7,1190,700,1987,0,122022,52.96,-114.487,1660,8100,1,65,423500,08
7268,6762822307,5,1.75,1960,3748,1.0,0,0,3,7,980,980,1965,0,122038,52.9327,-114.539,1410,3844,2,69,415000,08
7269,6762822487,3,1.75,1510,6597,1.0,0,0,4,6,950,560,1939,0,122054,52.8238,-114.505,1460,5320,1,79,410000,08
7270,6762822488,3,2.5,1509,1418,3.0,0,0,3,8,1509,0,2014,0,122038,52.9347,-114.53,1509,1991,2,52,410000,08
7271,6762822839,2,1.0,1180,10800,1.0,0,0,3,7,1180,0,1984,0,122017,52.9573,-114.426,1600,10800,2,69,400000,08
7272,6762822840,3,2.25,1740,11040,2.0,0,0,3,8,1740,0,1980,0,122058,52.9676,-114.432,1720,11778,1,61,400000,08
7273,6762822993,3,2.0,2100,31550,1.0,0,0,3,8,2100,0,2010,0,122041,52.9207,-114.107,1860,18452,3,58,399000,08
7274,6762823490,4,2.0,1820,7102,1.0,0,0,3,7,1220,600,1950,0,122014,52.9747,-114.514,1650,8184,1,64,385000,08
7275,6762823774,2,1.0,880,6171,1.0,0,0,4,7,880,0,1949,0,122022,52.9562,-114.475,2260,12769,1,51,378500,08
7276,6762823873,3,1.0,1230,9877,1.0,0,0,3,7,1230,0,1954,0,122027,52.8045,-114.326,1240,9965,1,54,375000,08
7277,6762823874,3,2.5,1520,5649,2.0,0,0,4,7,1520,0,1989,0,122033,52.9521,-114.352,1540,5000,2,56,375000,08
7278,6762823965,3,2.5,2120,9653,2.0,0,0,3,8,2120,0,1992,0,122065,52.6143,-114.403,1780,9801,1,67,374950,08
7279,6762824164,3,1.75,1300,3844,1.0,0,0,3,7,1300,0,1985,0,122038,52.9324,-114.545,1290,3844,3,75,369000,08
7280,6762824884,4,2.5,2810,10433,2.0,0,0,3,8,2810,0,2001,0,122068,52.4195,-114.205,2640,9240,1,60,350000,08
7281,6762825162,4,2.5,2382,5899,2.0,0,0,3,8,2382,0,2011,0,122040,52.5093,-114.485,2382,5897,2,71,345000,08
7282,6762825548,3,1.75,1260,8487,1.0,0,0,3,7,1260,0,1970,0,122017,52.9964,-114.391,1890,13051,1,80,335500,08
7283,6762825586,4,2.5,2210,7214,2.0,0,0,3,8,2210,0,2003,0,122040,52.5854,-114.488,2270,7246,3,76,335000,08
7284,6762825587,4,2.25,2160,8817,1.0,0,0,3,7,1460,700,1965,0,122038,52.9895,-114.546,1880,8817,1,79,335000,08
7285,6762825736,2,1.0,1480,6210,1.0,0,0,3,7,1080,400,1950,0,122038,53.004,-114.541,1290,7509,1,77,331000,08
7286,6762825786,3,2.5,1740,1844,2.0,0,0,3,8,1320,420,2008,0,122034,52.7548,-114.555,1740,1789,3,55,330000,08
7287,6762826031,2,1.0,1050,4800,1.0,0,0,4,7,1050,0,1969,0,122052,52.7428,-114.578,1230,4800,1,63,325000,08
7288,6762826032,3,2.5,1740,5267,2.0,0,0,3,7,1740,0,1999,0,122024,52.6077,-114.213,2180,5000,2,59,325000,08
7289,6762826033,2,1.0,750,5534,1.0,0,0,3,7,750,0,1947,0,122050,52.9317,-114.55,1050,5534,3,77,325000,08
7290,6762826275,4,2.5,2050,8424,2.0,0,0,4,8,2050,0,1993,0,122068,52.426,-114.201,1970,8448,1,69,320000,08
7291,6762826779,2,2.25,1460,1607,2.0,0,0,3,8,1460,0,2007,0,122034,52.7695,-114.559,1460,1826,3,51,309950,08
